Meets/Tests Rate,Masters/Test Rate,Approaches/Test Rate,Meets/ELA-Reading,Masters/ELA-Reading,Approaches/ELA-Reading,CAMPUSID,School,# Enrolled,% Enrolled,# Econ Disadv,% Econ Disadv,# LEP,% LEP,# Special Ed,% Special Ed,Grade Span
45.0,20.0,76.0,43.0,19.0,75.0,230902041,BRUCE J H,371,100.0,259,69.800003,28,7.5,38,10.2,'06 - 08
38.0,19.0,64.0,37.0,20.0,65.0,230902102,GILMER EL,372,36.0,806,77.900002,122,11.8,67,6.5,'EE - 04
43.0,22.0,75.0,38.0,20.0,70.0,230902103,GILMER INT,378,100.0,272,72.0,38,10.1,42,11.1,'05 - 06
72.0,25.0,89.0,66.0,15.0,83.0,230903001,ORE CITY H S,263,100.0,147,55.900002,2,0.80000001,23,8.6999998,'09 - 12
32.0,12.0,73.0,37.0,18.0,74.0,230903041,ORE CITY MIDDLE,230,100.0,153,66.5,1,0.40000001,30,13.0,'06 - 08
43.0,22.0,79.0,41.0,22.0,80.0,230903102,ORE CITY EL,219,47.299999,334,72.099998,42,9.1000004,52,11.2,'EE - 05
37.0,9.0,73.0,47.0,13.0,74.0,230904001,UNION HILL H S,164,100.0,83,50.599998,3,1.8,9,5.5,'06 - 12
26.0,9.0,69.0,29.0,11.0,72.0,230904101,SHARON A RICHARDSON EL,79,44.400002,118,66.300003,7,3.9000001,9,5.0999999,'PK - 05
61.0,24.0,84.0,69.0,16.0,83.0,230905001,HARMONY H S,324,100.0,125,38.599998,1,0.30000001,16,4.9000001,'09 - 12
41.0,15.0,79.0,49.0,22.0,81.0,230905041,HARMONY J H,270,100.0,146,54.099998,7,2.5999999,25,9.3000002,'06 - 08
46.0,25.0,86.0,34.0,17.0,80.0,230905101,HARMONY EL,75,21.700001,185,53.599998,31,9.0,22,6.4000001,'PK - 03
56.0,28.0,87.0,53.0,22.0,90.0,230905102,HARMONY INTERMEDIATE SCHOOL,158,100.0,80,50.599998,12,7.599999900000001,7,4.4000001,'04 - 05
59.0,19.0,83.0,48.0,8.0,70.0,230906001,NEW DIANA H S,324,100.0,118,36.400002,3,0.89999998,22,6.8000002,'09 - 12
41.0,17.0,79.0,44.0,23.0,80.0,230906041,NEW DIANA MIDDLE,262,100.0,114,43.5,5,1.9,15,5.6999998,'06 - 08
62.0,36.0,89.0,65.0,41.0,90.0,230906102,ROBERT F HUNT EL,248,46.799999,245,46.200001,12,2.3,28,5.3000002,'EE - 05
81.0,39.0,96.0,75.0,20.0,92.0,230908001,UNION GROVE H S,213,100.0,91,42.700001,0,0.0,10,4.6999998,'09 - 12
56.0,26.0,87.0,59.0,33.0,91.0,230908041,UNION GROVE J H,130,100.0,53,40.799999,5,3.8,9,6.900000099999999,'07 - 08
54.0,26.0,87.0,54.0,28.0,89.0,230908101,UNION GROVE EL,242,58.900002,208,50.599998,10,2.4000001,21,5.0999999,'PK - 06
46.0,10.0,73.0,41.0,3.0,63.0,231901001,MCCAMEY H S,145,100.0,90,62.099998,5,3.4000001,9,6.1999998,'09 - 12
35.0,11.0,73.0,34.0,11.0,69.0,231901041,MCCAMEY MIDDLE,151,100.0,118,78.099998,8,5.3000002,14,9.3000002,'05 - 08
29.0,11.0,61.0,32.0,10.0,68.0,231901102,MCCAMEY PRI,96,35.599998,205,75.900002,13,4.8000002,25,9.3000002,'PK - 04
42.0,8.0,75.0,40.0,5.0,67.0,231902001,RANKIN H S,151,100.0,71,47.0,10,6.599999900000001,13,8.6000004,'06 - 12
45.0,21.0,81.0,42.0,18.0,84.0,231902102,GOSSETT EL,58,38.900002,80,53.700001,14,9.3999996,9,6.0,'PK - 05
67.0,38.0,91.0,69.0,40.0,92.0,232901001,KNIPPA SCHOOL,314,68.300003,161,35.0,15,3.3,31,6.6999998,'PK - 12
42.0,8.0,76.0,39.0,1.0,67.0,232902001,SABINAL H S,159,100.0,128,80.5,11,6.900000099999999,20,12.6,'09 - 12
28.0,6.0,63.0,36.0,8.0,62.0,232902041,SABINAL MIDDLE,102,100.0,48,47.099998,2,2.0,9,8.8000002,'06 - 08
23.0,6.0,62.0,27.0,8.0,73.0,232902101,SABINAL EL,86,46.0,148,79.099998,11,5.9000001,23,12.3,'PK - 05
36.0,7.0,67.0,34.0,4.0,55.0,232903001,UVALDE H S,1207,100.0,903,74.800003,53,4.4000001,154,12.8,'09 - 12
26.0,10.0,59.0,33.0,17.0,67.0,232903044,MORALES J H,621,100.0,500,80.5,22,3.5,54,8.6999998,'06 - 08
24.0,9.0,58.0,24.0,11.0,61.0,232903103,ROBB EL,597,100.0,519,86.900002,37,6.1999998,50,8.3999996,'03 - 04
17.0,5.0,54.0,15.0,5.0,52.0,232903108,BATESVILLE SCHOOL,65,61.900002,99,94.300003,1,1.0,13,12.4,'PK - 06
31.0,13.0,66.0,31.0,13.0,63.0,232903110,FLORES EL,605,100.0,519,85.800003,39,6.4000001,57,9.3999996,'05 - 06
47.0,21.0,74.0,49.0,23.0,74.0,232904001,UTOPIA SCHOOL,184,76.0,99,40.900002,9,3.7,27,11.2,'PK - 12
45.0,14.0,74.0,36.0,2.0,62.0,233901001,DEL RIO H S,2571,100.0,1788,69.5,334,13.0,263,10.2,'09 - 12
21.0,5.0,59.0,8.0,0.0,43.0,233901004,BLENDED ACADEMY,118,100.0,108,91.5,31,26.299999,1,0.80000001,'08 - 12
80.0,32.0,95.0,74.0,8.0,88.0,233901005,DEL RIO EARLY COLLEGE H S,431,100.0,287,66.599998,13,3.0,8,1.9,'09 - 12
38.0,16.0,69.0,44.0,19.0,73.0,233901043,DEL RIO MIDDLE,1536,100.0,1103,71.800003,226,14.7,169,11.0,'07 - 08
35.0,17.0,68.0,34.0,19.0,67.0,233901102,GARFIELD EL,331,53.099998,540,86.699997,247,39.599998,62,10.0,'KG - 05
31.0,13.0,61.0,33.0,15.0,65.0,233901103,NORTH HEIGHTS EL,347,54.900002,506,80.099998,53,8.3999996,61,9.6999998,'KG - 05
42.0,20.0,75.0,33.0,15.0,66.0,233901104,SAN FELIPE MEMORIAL MIDDLE,695,100.0,513,73.800003,82,11.8,89,12.8,'06 - 06
44.0,22.0,77.0,38.0,18.0,78.0,233901106,LAMAR EL,297,54.900002,459,84.800003,69,12.8,67,12.4,'KG - 05
47.0,23.0,77.0,46.0,23.0,75.0,233901110,BUENA VISTA EL,370,49.099998,375,49.700001,165,21.9,68,9.0,'KG - 05
36.0,14.0,72.0,33.0,15.0,69.0,233901111,RUBEN CHAVIRA EL,256,51.599998,426,85.900002,199,40.099998,58,11.7,'KG - 05
27.0,13.0,66.0,26.0,13.0,71.0,233901112,DR FERMIN CALDERON EL,337,53.700001,535,85.199997,75,11.9,56,8.8999996,'EE - 05
37.0,17.0,73.0,40.0,22.0,77.0,233901113,DR LONNIE GREEN JR EL,416,52.400002,553,69.599998,201,25.299999,83,10.5,'KG - 05
68.0,32.0,91.0,78.0,38.0,98.0,233901114,ROBERTO BOBBY BARRERA EL STEM MAGN,47,40.5,28,24.1,0,0.0,3,2.5999999,'PK - 05
55.0,32.0,82.0,60.0,35.0,83.0,233903001,COMSTOCK SCHOOL,152,76.400002,62,31.200001,5,2.5,14,7.0,'KG - 12
20.0,1.0,43.0,21.0,0.0,37.0,234801001,RANCH ACADEMY,77,100.0,40,51.900002,0,0.0,12,15.6,'07 - 12
72.0,31.0,89.0,61.0,15.0,82.0,234902001,CANTON H S,625,100.0,172,27.5,12,1.9,49,7.8000002,'09 - 12
59.0,27.0,85.0,59.0,32.0,82.0,234902041,CANTON J H,519,100.0,189,36.400002,15,2.9000001,48,9.1999998,'06 - 08
53.0,28.0,85.0,53.0,30.0,87.0,234902102,CANTON INT,495,100.0,216,43.599998,18,3.5999999,41,8.300000200000001,'03 - 05
63.0,23.0,84.0,60.0,10.0,77.0,234903001,EDGEWOOD H S,297,100.0,133,44.799999,5,1.7,39,13.1,'09 - 12
55.0,24.0,86.0,49.0,27.0,82.0,234903041,EDGEWOOD MIDDLE,255,100.0,113,44.299999,8,3.0999999,32,12.5,'06 - 08
55.0,27.0,86.0,61.0,35.0,91.0,234903042,EDGEWOOD INT,213,100.0,110,51.599998,8,3.8,29,13.6,'03 - 05
53.0,12.0,79.0,47.0,5.0,68.0,234904001,GRAND SALINE H S,305,100.0,151,49.5,17,5.5999999,27,8.8999996,'09 - 12
0.0,0.0,0.0,0.0,0.0,0.0,234904002,VAN ZANDT CO YOUTH MULTI-SERVICE C,11,100.0,0,0.0,0,0.0,2,18.200001,'06 - 11
37.0,11.0,70.0,39.0,17.0,67.0,234904041,GRAND SALINE MIDDLE,232,100.0,144,62.099998,21,9.1000004,40,17.200001,'06 - 08
37.0,16.0,73.0,38.0,18.0,78.0,234904102,GRAND SALINE INT,252,100.0,162,64.300003,41,16.299999,25,9.8999996,'03 - 05
61.0,24.0,89.0,61.0,19.0,88.0,234905001,MARTINS MILL H S,208,100.0,83,39.900002,6,2.9000001,20,9.6000004,'07 - 12
52.0,26.0,83.0,53.0,31.0,89.0,234905101,MARTINS MILL EL,157,49.799999,163,51.700001,41,13.0,32,10.2,'EE - 06
54.0,14.0,81.0,52.0,8.0,71.0,234906001,VAN H S,768,100.0,341,44.400002,23,3.0,77,10.0,'09 - 12
47.0,23.0,77.0,51.0,30.0,79.0,234906041,VAN J H,356,100.0,193,54.200001,15,4.1999998,49,13.8,'07 - 08
36.0,19.0,71.0,30.0,16.0,64.0,234906103,VAN INT,190,53.200001,214,59.900002,43,12.0,37,10.4,'02 - 03
52.0,28.0,82.0,48.0,27.0,81.0,234906104,VAN MIDDLE,561,100.0,317,56.5,43,7.6999998,63,11.2,'04 - 06
50.0,14.0,75.0,39.0,6.0,60.0,234907002,WILLS POINT H S,713,100.0,397,55.700001,26,3.5999999,97,13.6,'09 - 12
36.0,15.0,74.0,34.0,15.0,73.0,234907041,WILLS POINT MIDDLE,405,100.0,282,69.599998,50,12.3,45,11.1,'05 - 06
44.0,18.0,75.0,46.0,22.0,75.0,234907042,WILLS POINT J H,403,100.0,255,63.299999,28,6.900000099999999,47,11.7,'07 - 08
35.0,16.0,67.0,36.0,17.0,68.0,234907101,EARNEST O WOODS INT,351,66.599998,373,70.800003,59,11.2,69,13.1,'02 - 04
65.0,28.0,86.0,61.0,7.0,74.0,234909001,FRUITVALE H S,103,100.0,56,54.400002,5,4.9000001,9,8.6999998,'09 - 12
35.0,13.0,70.0,41.0,18.0,70.0,234909041,FRUITVALE MIDDLE,97,100.0,64,66.0,3,3.0999999,12,12.4,'06 - 08
33.0,11.0,65.0,28.0,16.0,61.0,234909101,HALLIE RANDALL EL,94,41.799999,154,68.400002,4,1.8,22,9.8000002,'PK - 05
31.0,9.0,63.0,31.0,3.0,51.0,235901001,BLOOMINGTON H S,247,100.0,156,63.200001,29,11.7,31,12.6,'09 - 12
24.0,10.0,55.0,27.0,15.0,55.0,235901041,BLOOMINGTON J H,207,100.0,162,78.300003,37,17.9,31,15.0,'06 - 08
23.0,10.0,52.0,20.0,11.0,50.0,235901101,BLOOMINGTON EL,204,77.300003,230,87.099998,60,22.700001,35,13.3,'02 - 05
29.0,9.0,57.0,23.0,4.0,42.0,235902006,LIBERTY ACADEMY,176,100.0,124,70.5,5,2.8,4,2.3,'09 - 12
14.0,0.0,29.0,-1.0,-1.0,-1.0,235902008,VICTORIA REGIONAL JUVENILE JUSTICE,35,100.0,32,91.400002,2,5.6999998,5,14.3,'08 - 12
44.0,13.0,70.0,37.0,4.0,57.0,235902013,VICTORIA EAST H S,1886,100.0,1054,55.900002,64,3.4000001,190,10.1,'09 - 12
47.0,14.0,70.0,39.0,2.0,57.0,235902014,VICTORIA WEST H S,1756,100.0,925,52.700001,52,3.0,183,10.4,'09 - 12
23.0,8.0,59.0,23.0,10.0,57.0,235902041,STROMAN MIDDLE,757,100.0,590,77.900002,63,8.300000200000001,120,15.9,'06 - 08
28.0,9.0,59.0,28.0,11.0,58.0,235902042,PATTI WELDER MIDDLE,643,100.0,507,78.800003,46,7.1999998,90,14.0,'06 - 08
40.0,18.0,73.0,38.0,19.0,72.0,235902043,HOWELL MIDDLE,884,100.0,515,58.299999,17,1.9,133,15.0,'06 - 08
44.0,19.0,74.0,45.0,22.0,73.0,235902044,HAROLD CADE MIDDLE,873,100.0,469,53.700001,22,2.5,102,11.7,'06 - 08
49.0,27.0,79.0,51.0,29.0,84.0,235902101,ALOE EL,218,49.299999,246,55.700001,23,5.1999998,49,11.1,'PK - 05
29.0,13.0,63.0,32.0,14.0,65.0,235902102,DUDLEY EL,195,46.799999,338,81.099998,28,6.6999998,49,11.8,'EE - 05
23.0,10.0,58.0,29.0,13.0,63.0,235902103,F W GROSS EL,152,50.700001,272,90.699997,21,7.0,32,10.7,'EE - 05
36.0,15.0,69.0,36.0,13.0,68.0,235902104,GUADALUPE EL,56,54.900002,62,60.799999,6,5.9000001,8,7.8000002,'KG - 05
34.0,16.0,66.0,34.0,13.0,66.0,235902105,HOPKINS EL,195,40.5,451,93.599998,140,29.0,44,9.1000004,'EE - 05
28.0,12.0,60.0,28.0,11.0,61.0,235902106,CRAIN EL,156,40.5,331,86.0,23,6.0,38,9.8999996,'EE - 05
26.0,10.0,52.0,28.0,12.0,57.0,235902108,O'CONNOR EL,192,52.700001,293,80.5,35,9.6000004,62,17.0,'PK - 05
31.0,14.0,67.0,36.0,15.0,68.0,235902110,ROWLAND EL,210,47.400002,343,77.400002,21,4.6999998,50,11.3,'EE - 05
25.0,9.0,55.0,25.0,11.0,62.0,235902111,SHIELDS EL,197,47.5,369,88.900002,19,4.5999999,51,12.3,'EE - 05
26.0,11.0,58.0,24.0,10.0,61.0,235902112,SMITH EL,243,46.599998,401,76.800003,132,25.299999,37,7.099999900000001,'PK - 05
61.0,37.0,92.0,62.0,39.0,93.0,235902114,VICKERS EL,270,48.599998,234,42.099998,12,2.2,47,8.5,'PK - 05
33.0,12.0,68.0,42.0,16.0,80.0,235902115,WILLIAM WOOD EL,48,59.299999,56,69.099998,6,7.400000099999999,6,7.400000099999999,'KG - 05
50.0,30.0,82.0,47.0,30.0,79.0,235902117,MISSION VALLEY EL,110,43.799999,104,41.400002,5,2.0,17,6.8000002,'PK - 05
40.0,20.0,73.0,42.0,22.0,76.0,235902118,MARTIN DE LEON EL,281,50.200001,248,44.299999,13,2.3,57,10.2,'EE - 05
33.0,16.0,68.0,35.0,18.0,75.0,235902123,C O CHANDLER EL,270,49.099998,381,69.300003,33,6.0,67,12.2,'EE - 05
26.0,11.0,63.0,26.0,11.0,67.0,235902125,RODOLFO TORRES EL,245,48.200001,425,83.699997,39,7.6999998,66,13.0,'EE - 05
40.0,19.0,75.0,42.0,24.0,77.0,235902126,ELLA SCHORLEMMER EL,283,48.900002,310,53.5,35,6.0,54,9.3000002,'EE - 05
56.0,31.0,81.0,53.0,29.0,83.0,235904101,NURSERY EL,60,45.5,78,59.099998,6,4.5,10,7.599999900000001,'EE - 05
6.0,2.0,22.0,6.0,0.0,16.0,236801001,THOMAS BUZBEE VOCATIONAL SCHOOL,103,100.0,103,100.0,7,6.8000002,22,21.4,'09 - 12
57.0,27.0,90.0,63.0,35.0,94.0,236802101,SAM HOUSTON STATE UNIVERSITY CHART,76,25.4,68,22.700001,11,3.7,20,6.6999998,'KG - 05
51.0,14.0,80.0,46.0,7.0,71.0,236901002,NEW WAVERLY H S,307,100.0,127,41.400002,6,2.0,23,7.5,'09 - 12
49.0,24.0,79.0,45.0,25.0,76.0,236901042,NEW WAVERLY J H,221,100.0,117,52.900002,12,5.4000001,16,7.1999998,'06 - 08
53.0,28.0,83.0,63.0,35.0,90.0,236901101,NEW WAVERLY INT,159,100.0,76,47.799999,6,3.8,10,6.3000002,'04 - 05
59.0,36.0,90.0,55.0,35.0,90.0,236901102,NEW WAVERLY EL,72,21.1,211,61.900002,19,5.5999999,33,9.6999998,'EE - 03
32.0,10.0,59.0,29.0,4.0,48.0,236902002,HUNTSVILLE H S,1705,100.0,911,53.400002,163,9.6000004,160,9.3999996,'09 - 12
61.0,19.0,86.0,67.0,10.0,86.0,236902008,TEXAS ONLINE PREPARATORY H S,1311,100.0,447,34.099998,13,1.0,45,3.4000001,'09 - 12
24.0,10.0,58.0,25.0,11.0,56.0,236902041,HUNTSVILLE INT,955,100.0,613,64.199997,166,17.4,101,10.6,'05 - 06
36.0,14.0,67.0,37.0,18.0,69.0,236902042,MANCE PARK MIDDLE,880,100.0,525,59.700001,117,13.3,86,9.8000002,'07 - 08
43.0,17.0,83.0,59.0,31.0,89.0,236902048,TEXAS ONLINE PREPARATORY MIDDLE,1054,100.0,461,43.700001,20,1.9,49,4.5999999,'06 - 08
24.0,9.0,55.0,23.0,8.0,54.0,236902101,STEWART EL,214,41.700001,366,71.300003,124,24.200001,44,8.6000004,'KG - 04
27.0,10.0,54.0,27.0,11.0,57.0,236902103,SAMUEL HOUSTON EL,186,41.799999,310,69.699997,35,7.900000099999999,40,9.0,'KG - 04
34.0,16.0,64.0,32.0,16.0,65.0,236902104,SCOTT JOHNSON EL,293,45.400002,443,68.699997,165,25.6,49,7.599999900000001,'KG - 04
33.0,16.0,61.0,33.0,16.0,61.0,236902106,HUNTSVILLE EL,238,39.299999,445,73.599998,156,25.799999,47,7.8000002,'KG - 04
36.0,17.0,69.0,49.0,28.0,82.0,236902108,TEXAS ONLINE PREPARATORY EL,425,100.0,211,49.599998,6,1.4,33,7.8000002,'03 - 05
34.0,9.0,65.0,24.0,1.0,50.0,237902001,HEMPSTEAD H S,404,100.0,296,73.300003,48,11.9,22,5.4000001,'09 - 12
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,237902004,HEMPSTEAD ALTERNATIVE LEARNING CEN,6,100.0,0,0.0,1,16.700001,1,16.700001,'09 - 12
25.0,10.0,59.0,25.0,10.0,58.0,237902041,HEMPSTEAD MIDDLE,347,100.0,284,81.800003,102,29.4,28,8.1000004,'06 - 08
20.0,8.0,45.0,19.0,8.0,42.0,237902101,HEMPSTEAD EL,320,39.200001,745,91.300003,348,42.599998,66,8.1000004,'EE - 05
58.0,19.0,81.0,49.0,7.0,69.0,237904002,WALLER H S,2031,100.0,1205,59.299999,301,14.8,129,6.4000001,'09 - 12
48.0,22.0,79.0,45.0,23.0,77.0,237904041,WALLER J H,820,100.0,568,69.300003,249,30.4,50,6.0999999,'06 - 08
50.0,21.0,81.0,46.0,20.0,77.0,237904043,SCHULTZ J H,941,100.0,555,59.0,249,26.5,89,9.5,'06 - 08
45.0,24.0,81.0,42.0,23.0,79.0,237904101,ROBERTS ROAD EL,348,49.700001,487,69.599998,279,39.900002,49,7.0,'PK - 05
41.0,21.0,74.0,39.0,20.0,73.0,237904102,I T HOLLEMAN EL,373,50.900002,472,64.400002,279,38.099998,53,7.1999998,'PK - 05
43.0,23.0,77.0,40.0,22.0,78.0,237904104,H T JONES EL,313,48.900002,539,84.199997,262,40.900002,53,8.300000200000001,'EE - 05
54.0,29.0,85.0,51.0,25.0,84.0,237904106,FIELDS STORE EL,360,52.099998,398,57.599998,188,27.200001,52,7.5,'PK - 05
59.0,31.0,88.0,54.0,27.0,89.0,237904107,EVELYN TURLINGTON EL,390,47.200001,539,65.300003,332,40.200001,75,9.1000004,'EE - 05
36.0,9.0,65.0,28.0,3.0,50.0,237905002,ROYAL H S,630,100.0,472,74.900002,138,21.9,49,7.8000002,'09 - 12
26.0,7.0,58.0,28.0,8.0,54.0,237905041,ROYAL J H,523,100.0,460,88.0,239,45.700001,43,8.199999799999999,'06 - 08
33.0,14.0,65.0,32.0,14.0,65.0,237905105,ROYAL EL,554,78.5,595,84.300003,393,55.700001,71,10.1,'02 - 05
26.0,4.0,58.0,24.0,0.0,48.0,238902001,MONAHANS H S,636,100.0,252,39.599998,35,5.5,43,6.8000002,'09 - 12
0.0,0.0,38.0,0.0,0.0,9.0,238902002,MONAHANS ED CTR,22,100.0,11,50.0,3,13.6,4,18.200001,'10 - 12
34.0,10.0,71.0,38.0,16.0,76.0,238902041,WALKER J H,349,100.0,166,47.599998,20,5.6999998,36,10.3,'07 - 08
23.0,9.0,57.0,23.0,8.0,58.0,238902107,SUDDERTH EL,578,100.0,350,60.599998,52,9.0,42,7.3000002,'04 - 06
39.0,23.0,77.0,32.0,20.0,71.0,238902108,TATOM EL,184,32.5,320,56.400002,78,13.8,67,11.8,'01 - 03
23.0,7.0,57.0,25.0,7.0,60.0,238904001,GRANDFALLS-ROYALTY SCHOOL,124,68.099998,106,58.200001,0,0.0,15,8.199999799999999,'PK - 12
53.0,20.0,75.0,47.0,10.0,64.0,239901001,BRENHAM H S,1495,100.0,716,47.900002,94,6.3000002,196,13.1,'09 - 12
52.0,29.0,82.0,45.0,24.0,76.0,239901041,BRENHAM MIDDLE,752,100.0,459,61.0,77,10.2,111,14.8,'05 - 06
51.0,23.0,77.0,50.0,26.0,78.0,239901042,BRENHAM J H,785,100.0,425,54.099998,84,10.7,100,12.7,'07 - 08
43.0,27.0,73.0,43.0,27.0,69.0,239901101,ALTON EL,203,41.700001,294,60.400002,55,11.3,71,14.6,'EE - 04
32.0,16.0,69.0,34.0,17.0,71.0,239901102,BRENHAM EL,227,36.299999,421,67.300003,81,12.9,79,12.6,'EE - 04
45.0,22.0,76.0,43.0,23.0,76.0,239901103,KRAUSE EL,267,41.0,434,66.599998,145,22.200001,68,10.4,'EE - 04
46.0,15.0,80.0,43.0,14.0,77.0,239903001,BURTON H S,193,100.0,105,54.400002,8,4.0999998999999985,25,13.0,'07 - 12
49.0,22.0,83.0,49.0,26.0,83.0,239903101,BURTON EL,123,51.0,136,56.400002,19,7.900000099999999,19,7.900000099999999,'PK - 06
15.0,5.0,45.0,5.0,0.0,29.0,240801001,GATEWAY ACADEMY-TOWNLAKE CHARTER H,175,100.0,147,84.0,69,39.400002,21,12.0,'09 - 12
13.0,3.0,47.0,3.0,0.0,16.0,240801002,GATEWAY ACADEMY-SIERRA VISTA CHART,130,100.0,120,92.300003,71,54.599998,19,14.6,'09 - 12
41.0,12.0,72.0,26.0,2.0,51.0,240901001,MARTIN H S,2003,100.0,1952,97.5,1040,51.900002,204,10.2,'09 - 12
46.0,14.0,78.0,33.0,3.0,62.0,240901002,NIXON H S,2232,100.0,2057,92.199997,580,26.0,193,8.6000004,'09 - 12
36.0,9.0,71.0,27.0,2.0,53.0,240901003,DR LEO CIGARROA H S,1555,100.0,1510,97.099998,476,30.6,188,12.1,'09 - 12
93.0,41.0,99.0,90.0,15.0,99.0,240901008,HECTOR J GARCIA EARLY COLLEGE H S,420,100.0,366,87.099998,32,7.599999900000001,0,0.0,'09 - 12
40.0,14.0,74.0,37.0,16.0,70.0,240901041,CHRISTEN MIDDLE,1187,100.0,1185,99.800003,693,58.400002,151,12.7,'06 - 08
43.0,18.0,74.0,36.0,16.0,68.0,240901042,LAMAR MIDDLE,1380,100.0,1326,96.099998,517,37.5,163,11.8,'06 - 08
39.0,16.0,68.0,34.0,15.0,61.0,240901043,JOAQUIN CIGARROA MIDDLE,1329,100.0,1305,98.199997,637,47.900002,191,14.4,'06 - 08
45.0,20.0,76.0,40.0,18.0,71.0,240901044,MEMORIAL MIDDLE,740,100.0,728,98.400002,375,50.700001,71,9.6000004,'06 - 08
66.0,42.0,85.0,67.0,42.0,87.0,240901101,BRUNI EL,224,37.400002,593,99.0,462,77.099998,46,7.6999998,'PK - 05
41.0,19.0,77.0,43.0,22.0,80.0,240901102,DON JOSE GALLEGO,298,39.900002,728,97.5,512,68.5,48,6.4000001,'PK - 05
50.0,22.0,87.0,48.0,21.0,91.0,240901104,DAICHES EL,224,39.599998,556,98.400002,444,78.599998,44,7.8000002,'PK - 05
40.0,21.0,73.0,41.0,22.0,75.0,240901105,FARIAS EL,289,44.400002,643,98.800003,459,70.5,52,8.0,'PK - 05
72.0,41.0,97.0,70.0,43.0,95.0,240901106,HEIGHTS EL,183,35.099998,502,96.199997,380,72.800003,31,5.9000001,'EE - 05
59.0,30.0,87.0,60.0,30.0,90.0,240901107,TARVER EL,214,43.5,463,94.099998,338,68.699997,44,8.8999996,'PK - 05
69.0,37.0,92.0,64.0,34.0,95.0,240901108,LEYENDECKER EL,197,38.900002,495,97.800003,298,58.900002,42,8.300000200000001,'PK - 05
52.0,27.0,85.0,51.0,26.0,88.0,240901109,MACDONELL EL,217,42.299999,509,99.199997,395,77.0,39,7.599999900000001,'PK - 05
42.0,17.0,79.0,38.0,18.0,77.0,240901110,MILTON EL,369,40.299999,857,93.699997,438,47.900002,53,5.8000002,'PK - 05
63.0,34.0,91.0,60.0,33.0,89.0,240901111,PIERCE EL,311,37.5,819,98.800003,505,60.900002,53,6.4000001,'EE - 05
62.0,33.0,91.0,60.0,30.0,93.0,240901112,RYAN EL,359,42.900002,718,85.800003,479,57.200001,52,6.1999998,'PK - 05
56.0,24.0,87.0,49.0,20.0,86.0,240901115,SANTA MARIA EL,268,40.700001,658,100.0,427,64.900002,41,6.1999998,'EE - 05
63.0,32.0,94.0,56.0,31.0,95.0,240901116,SANTO NINO EL,305,43.200001,656,92.900002,519,73.5,40,5.6999998,'PK - 05
58.0,28.0,90.0,51.0,23.0,90.0,240901119,D D HACHAR EL,224,42.5,505,95.800003,355,67.400002,42,8.0,'PK - 05
53.0,27.0,88.0,50.0,24.0,90.0,240901120,J C MARTIN JR EL,246,40.5,602,99.0,469,77.099998,54,8.8999996,'PK - 05
61.0,25.0,94.0,57.0,24.0,94.0,240901121,H B ZACHRY EL,232,36.900002,604,96.0,403,64.099998,45,7.1999998,'PK - 05
81.0,49.0,97.0,81.0,53.0,97.0,240901122,J KAWAS EL,211,41.599998,503,99.199997,272,53.599998,43,8.5,'PK - 05
71.0,40.0,92.0,69.0,38.0,93.0,240901123,DOVALINA EL,196,42.099998,456,97.900002,350,75.099998,35,7.5,'PK - 05
55.0,25.0,89.0,52.0,25.0,90.0,240901124,LIGARDE EL,280,37.799999,720,97.300003,522,70.5,46,6.1999998,'PK - 05
48.0,25.0,83.0,43.0,21.0,85.0,240901125,T SANCHEZ EL / H OCHOA EL,256,38.200001,659,98.199997,460,68.599998,55,8.199999799999999,'PK - 05
66.0,22.0,88.0,58.0,8.0,79.0,240903001,UNITED H S,4342,100.0,2613,60.200001,466,10.7,337,7.8000002,'09 - 12
54.0,20.0,81.0,43.0,4.0,68.0,240903002,UNITED SOUTH H S,3213,100.0,2747,85.5,600,18.700001,296,9.1999998,'09 - 12
68.0,26.0,87.0,60.0,13.0,78.0,240903003,JOHN B ALEXANDER H S,2874,100.0,1620,56.400002,284,9.8999996,171,5.9000001,'09 - 12
47.0,12.0,77.0,40.0,5.0,63.0,240903009,LYNDON B JOHNSON,2981,100.0,2743,92.0,695,23.299999,268,9.0,'09 - 12
65.0,36.0,90.0,61.0,36.0,89.0,240903041,UNITED MIDDLE,1148,100.0,586,51.0,139,12.1,82,7.099999900000001,'06 - 08
49.0,22.0,80.0,44.0,20.0,75.0,240903043,UNITED SOUTH MIDDLE,1367,100.0,1139,83.300003,400,29.299999,128,9.3999996,'06 - 08
45.0,19.0,79.0,40.0,19.0,72.0,240903044,SALVADOR GARCIA MIDDLE,447,100.0,429,96.0,228,51.0,51,11.4,'06 - 08
55.0,27.0,85.0,47.0,25.0,79.0,240903045,GEORGE WASHINGTON MIDDLE,1256,100.0,964,76.800003,283,22.5,133,10.6,'06 - 08
48.0,23.0,80.0,43.0,22.0,76.0,240903046,CLARK MIDDLE,698,100.0,601,86.099998,199,28.5,85,12.2,'06 - 08
50.0,22.0,81.0,39.0,17.0,74.0,240903047,LOS OBISPOS MIDDLE,1001,100.0,956,95.5,397,39.700001,109,10.9,'06 - 08
66.0,36.0,90.0,62.0,35.0,88.0,240903048,TRAUTMANN MIDDLE,1718,100.0,784,45.599998,162,9.3999996,137,8.0,'06 - 08
