cda00a001219r,cda00a001319r,cda00a001s19r,cda00ar01219r,cda00ar01319r,cda00ar01s19r,CAMPUSID
48,22,78,48,23,76,20905114
49,23,82,48,24,79,20905115
39,17,73,31,10,64,20905116
52,13,76,52,6,72,20906002
46,18,79,44,19,75,20906041
34,19,69,34,19,72,20906104
44,13,69,40,4,59,20907001
34,12,65,38,16,71,20907042
40,21,71,38,19,67,20907102
33,16,65,26,10,59,20907106
34,15,65,30,13,62,20907107
70,30,87,65,17,80,20908001
24,7,49,17,0,30,20908004
77,44,89,74,32,84,20908007
75,30,90,68,17,82,20908009
68,39,91,72,45,93,20908041
64,43,85,67,48,87,20908042
64,35,87,66,39,89,20908043
78,54,93,79,59,93,20908044
50,28,80,51,28,81,20908101
56,30,84,58,34,85,20908102
70,44,91,72,50,91,20908103
43,23,73,39,24,72,20908104
66,38,89,57,30,85,20908105
57,36,81,58,37,83,20908106
68,39,90,71,45,92,20908107
70,49,89,65,44,87,20908108
69,45,89,72,51,91,20908109
79,55,93,76,55,93,20908110
73,50,94,70,48,92,20908111
59,36,81,62,37,81,20908112
67,40,90,66,40,90,20908113
63,33,90,63,33,92,20908114
71,45,93,62,37,90,20908115
13,0,63,20,0,40,20910001
23,10,53,17,12,48,20910101
29,13,73,18,9,65,21803001
18,4,52,21,4,56,21803102
28,10,67,37,14,72,21805041
51,23,84,57,28,86,21805101
25,11,61,23,13,60,21805102
59,31,90,55,27,83,21805105
68,33,83,61,17,75,21901001
78,39,89,69,18,82,21901003
69,29,86,63,13,77,21901004
,,,,,,21901015
61,35,86,60,38,85,21901041
57,35,81,60,40,84,21901042
59,33,82,62,39,84,21901043
45,23,76,48,27,77,21901101
36,16,63,38,18,65,21901102
42,25,70,43,29,72,21901104
59,34,85,54,28,83,21901105
71,47,89,71,50,89,21901107
64,39,88,63,40,87,21901108
44,21,72,44,24,74,21901109
59,33,87,58,33,85,21901110
51,28,79,48,29,80,21901111
55,32,81,49,29,78,21901201
61,35,86,54,28,81,21901202
65,39,88,58,33,85,21901203
41,12,65,37,2,55,21902001
36,9,62,28,1,52,21902002
81,18,96,83,5,95,21902003
,,,,,,21902014
5,1,30,5,1,22,21902017
35,14,67,41,19,71,21902041
35,16,70,28,12,63,21902045
41,21,73,37,18,70,21902046
36,17,69,38,18,69,21902047
41,15,81,30,8,78,21902101
40,16,79,40,18,80,21902103
32,13,69,32,18,69,21902105
41,20,77,32,14,73,21902106
34,16,69,33,16,68,21902107
50,27,81,48,30,81,21902108
37,22,64,36,21,64,21902110
56,25,83,57,25,81,21902112
44,22,80,34,17,76,21902113
30,14,62,24,13,60,21902114
37,13,74,32,13,76,21902115
48,28,73,44,29,75,21902117
45,18,83,45,19,84,21902118
35,15,69,36,20,71,21902119
28,9,52,23,5,39,22004001
73,29,90,62,10,83,22901001
47,21,80,49,24,84,22901041
40,17,78,49,23,85,22901101
60,22,93,70,33,100,22902001
65,13,96,88,25,100,22903101
52,20,86,47,18,85,23902001
41,12,71,36,4,59,24901001
27,9,57,30,13,61,24901041
33,12,68,33,14,69,24901101
55,18,78,53,9,67,25901001
47,18,83,49,21,84,25901041
40,20,74,38,22,75,25901101
45,12,73,42,5,63,25902001
-1,-1,-1,-1,-1,-1,25902003
40,18,69,43,22,69,25902041
41,18,72,41,17,70,25902101
45,30,72,38,27,67,25902106
44,22,71,45,25,69,25902107
,,,,,,25902108
29,17,72,25,19,75,25902109
37,14,66,42,14,68,25904001
55,20,80,60,24,76,25905001
32,10,70,34,17,75,25905101
50,20,80,51,26,76,25906001
49,20,76,53,23,77,25908001
,,,,,,25908003
64,23,86,59,10,79,25909001
52,22,86,52,28,84,25909041
43,18,79,54,25,85,25909101
66,25,84,55,10,73,26901001
45,19,80,50,23,84,26901041
34,12,70,39,16,73,26901042
42,25,75,41,25,72,26901101
28,9,63,28,6,59,26902001
27,10,61,29,11,63,26902101
30,12,64,27,9,59,26903002
46,23,77,48,23,81,26903101
50,15,76,44,5,66,27903001
18,0,74,24,0,62,27903003
34,13,69,38,16,67,27903041
43,19,74,39,20,74,27903102
41,23,73,41,25,74,27903104
46,14,71,42,6,62,27904001
21,6,51,15,4,54,27904002
37,15,70,42,21,73,27904041
45,24,75,43,27,79,27904101
47,24,77,46,21,80,27904102
30,12,64,33,16,66,27904103
59,33,89,71,46,91,27904104
36,9,65,33,4,55,28902001
26,2,84,29,0,67,28902038
34,14,66,32,13,65,28902045
37,17,67,39,18,71,28902101
31,15,62,30,15,66,28902103
39,19,72,35,15,70,28902104
27,14,58,29,18,62,28902105
25,11,58,24,10,60,28902106
42,12,70,34,4,58,28903001
25,10,58,28,13,60,28903041
26,11,60,28,12,64,28903101
20,5,55,24,5,59,28906001
56,20,79,44,6,66,29901001
32,8,68,6,0,31,29901003
36,15,72,38,18,74,29901043
72,41,94,63,36,93,29901101
56,27,87,49,24,87,29901102
55,26,89,61,25,97,29901105
45,21,80,41,21,80,29901107
49,15,77,56,20,79,30901001
41,17,69,45,21,73,30901101
48,16,77,41,8,66,30902001
46,18,77,44,18,77,30902041
43,20,75,49,25,79,30902103
49,15,78,41,10,67,30903001
47,15,79,38,14,68,30903041
40,19,77,41,24,78,30903101
72,25,91,58,6,81,30906001
67,33,86,64,32,93,30906041
46,20,75,52,26,78,30906101
63,26,82,52,12,71,31901001
49,15,75,37,3,60,31901002
60,22,81,48,6,68,31901003
50,16,76,41,6,64,31901004
31,7,70,14,0,53,31901006
58,24,78,43,5,63,31901007
89,32,98,90,18,97,31901008
71,29,89,65,16,82,31901009
,,,,,,31901034
47,21,79,41,19,76,31901043
41,18,74,40,17,72,31901044
44,19,77,45,22,76,31901045
41,15,76,41,18,73,31901046
50,25,79,50,26,76,31901047
40,15,72,33,12,67,31901048
38,15,74,38,15,71,31901051
42,17,79,42,20,77,31901053
55,27,84,55,29,82,31901054
52,24,81,50,23,80,31901055
6,1,35,11,4,30,31901056
38,15,71,36,16,69,31901101
43,20,78,40,22,80,31901102
56,27,87,63,26,88,31901103
58,31,87,55,26,90,31901104
41,15,79,40,14,78,31901105
53,26,86,47,24,83,31901106
74,42,92,77,45,90,31901108
46,23,82,42,23,79,31901109
47,20,81,44,21,82,31901110
62,31,91,68,30,94,31901111
44,22,77,39,19,76,31901112
48,22,84,36,13,82,31901113
52,23,86,45,21,88,31901115
35,17,74,37,20,77,31901117
41,16,77,41,16,79,31901120
55,23,85,56,23,83,31901121
47,22,83,41,20,80,31901122
58,30,88,54,26,87,31901123
48,25,80,38,19,80,31901124
46,20,79,40,16,79,31901126
18,7,62,18,0,50,31901127
56,29,81,44,21,76,31901128
47,23,81,44,24,82,31901129
64,31,94,60,26,94,31901130
61,25,89,63,20,90,31901131
63,33,90,60,32,89,31901132
46,22,78,42,21,75,31901133
62,30,90,61,28,92,31901134
58,30,88,53,25,88,31901135
53,26,88,45,21,87,31901136
72,45,93,70,45,93,31901137
57,28,88,58,29,89,31901138
76,44,96,70,38,94,31901139
59,33,86,54,30,86,31901140
56,31,87,51,27,88,31901141
70,40,95,66,35,95,31901142
58,34,85,57,32,85,31901143
61,33,89,57,32,88,31901144
47,15,74,37,4,62,31903001
52,22,74,39,6,61,31903002
19,6,45,15,3,28,31903003
,,,,,,31903004
90,37,100,91,22,99,31903005
61,22,83,55,11,74,31903007
84,42,98,87,38,99,31903008
49,21,79,46,22,76,31903041
44,18,79,40,19,74,31903042
41,17,76,37,17,72,31903043
47,22,78,44,20,74,31903044
48,21,78,46,23,76,31903045
50,22,81,45,21,79,31903102
40,19,77,40,22,78,31903103
51,26,85,49,25,86,31903104
47,20,83,49,23,85,31903105
66,33,96,59,25,97,31903106
48,20,77,46,15,79,31903107
48,25,79,40,22,78,31903108
32,16,66,29,15,64,31903109
51,25,82,45,18,79,31903110
54,28,87,54,28,86,31903111
34,18,72,37,22,75,31903112
61,31,91,58,32,93,31903114
44,20,83,44,24,87,31903116
49,24,82,55,29,84,31903117
,,,,,,31903118
48,24,80,47,23,81,31903120
52,28,80,47,25,80,31903122
61,32,90,65,41,89,31903123
-1,-1,-1,-1,-1,-1,31903204
53,17,79,46,5,69,31905001
9,3,53,5,0,34,31905002
40,16,78,44,20,80,31905041
42,21,76,41,23,75,31905101
40,16,75,39,20,74,31905103
45,21,76,36,16,72,31905105
38,19,77,42,23,76,31905106
71,31,87,61,12,78,31906001
30,2,80,33,1,75,31906002
,,,,,,31906003
,,,,,,31906005
59,30,88,51,28,85,31906041
52,24,82,48,23,78,31906042
53,29,86,51,29,89,31906101
60,36,88,54,37,88,31906102
49,25,84,43,20,85,31906103
54,28,87,47,26,85,31906104
58,29,84,55,29,83,31906105
60,29,89,55,26,88,31906106
60,31,89,49,22,89,31906107
75,48,94,70,49,93,31906108
71,47,93,68,44,92,31906109
61,33,92,52,31,91,31906110
41,9,73,42,3,64,31909001
,,,,,,31909003
36,14,76,42,19,78,31909041
48,23,84,47,25,82,31909101
37,20,75,38,18,80,31909102
47,13,73,39,7,61,31911001
,,,,,,31911002
38,16,75,40,17,76,31911041
36,16,72,34,17,70,31911103
39,10,66,30,2,52,31912001
,,,,,,31912003
,,,,,,31912004
,,,,,,31912005
55,15,83,49,6,68,31912007
,,,,,,31912008
10,2,40,4,0,13,31912009
40,16,72,41,18,68,31912041
30,11,64,33,15,63,31912042
36,14,70,35,16,69,31912043
37,18,67,30,16,62,31912101
63,35,93,56,29,92,31912103
58,26,85,52,21,83,31912104
43,20,80,42,19,79,31912108
16,6,53,20,9,59,31912109
44,20,76,42,21,72,31912110
46,22,84,37,16,80,31912112
46,19,85,39,18,85,31912114
55,29,88,53,29,88,31912115
47,23,82,47,21,81,31912116
31,17,65,30,15,66,31912117
,,,,,,31912201
26,7,61,19,1,47,31913001
4,0,25,3,0,10,31913007
31,6,57,36,4,61,31913041
33,12,71,34,17,70,31913042
28,10,63,32,14,71,31913101
44,8,75,41,3,64,31914001
32,11,70,40,16,73,31914041
45,20,80,44,21,83,31914101
72,29,91,71,14,86,31916001
74,25,90,70,11,85,31916003
84,30,96,84,18,94,31916004
87,43,96,87,32,95,31916005
85,58,97,86,58,98,31916041
84,52,97,80,48,97,31916042
74,26,91,72,3,86,32902002
54,24,89,58,28,92,32902041
52,23,87,59,33,95,32902103
73,32,97,56,25,93,32902105
64,33,88,57,23,83,33901001
77,33,90,72,16,83,33902001
63,34,87,63,38,89,33902041
59,34,88,58,31,88,33902101
46,13,82,48,14,79,33904001
51,23,84,50,29,84,33904102
50,16,77,44,8,66,34901001
46,21,78,47,25,75,34901042
57,31,85,56,30,84,34901106
43,21,74,39,19,78,34902001
72,27,92,71,16,88,34903001
45,18,77,49,24,77,34903041
46,23,80,48,26,82,34903101
63,19,87,51,7,74,34905002
27,8,65,41,16,73,34905041
38,16,78,39,18,80,34905102
51,13,73,44,2,65,34906001
54,27,83,55,32,84,34906041
34,15,74,35,19,76,34906101
56,19,75,49,6,65,34907001
45,20,76,51,28,78,34907041
42,16,79,52,21,88,34907101
39,11,69,41,14,66,34909001
34,13,80,34,13,81,34909101
49,13,79,39,3,70,35901001
26,10,64,25,13,61,35901041
38,17,67,37,19,67,35901102
43,16,79,37,16,74,35902001
76,45,94,76,42,93,35903001
55,13,83,53,6,74,36901001
58,27,84,56,29,84,36901041
43,23,78,38,21,79,36901101
80,40,91,72,20,84,36902001
67,37,91,63,33,90,36902042
73,43,92,65,38,88,36902043
70,45,93,69,45,93,36902104
72,44,95,68,44,95,36902105
59,21,83,47,6,69,36903001
39,16,77,41,20,77,36903041
54,28,86,50,25,87,36903101
55,15,78,49,3,68,37901001
44,18,84,40,22,83,37901041
35,14,69,27,13,63,37901101
48,14,74,41,5,63,37904002
,,,,,,37904004
34,14,73,42,21,78,37904042
31,13,66,29,11,65,37904043
41,18,80,41,22,80,37904102
42,16,78,45,19,80,37904103
34,14,66,35,16,65,37904104
44,22,74,44,26,74,37904105
58,24,79,51,8,70,37907002
45,20,78,40,20,74,37907041
42,20,80,44,22,88,37907100
44,23,82,46,29,80,37907102
35,11,72,35,12,69,37908001
43,16,67,44,13,65,37909001
45,24,80,44,29,83,37909101
60,22,85,55,8,74,38901001
51,22,86,48,20,85,38901041
56,30,88,55,32,90,38901102
57,20,81,48,6,74,39902001
59,29,88,57,31,88,39902041
52,28,84,50,27,84,39902101
40,12,71,43,13,70,39903001
41,19,76,42,22,77,39903101
55,28,81,67,33,86,39904001
44,20,72,47,21,70,39905001
18,4,54,20,4,48,40901001
0,0,13,-1,-1,-1,40901002
45,17,81,45,14,79,40902001
51,23,82,53,24,87,41901001
56,25,79,49,19,73,41902001
,,,,,,41902002
,,,,,,41902005
38,17,75,39,16,76,41902101
-1,-1,-1,-1,-1,-1,41902180
65,29,85,57,11,75,42901001
33,13,65,34,15,64,42901041
35,13,70,34,12,68,42901102
52,19,79,49,18,76,42903001
39,10,81,34,8,77,42903101
49,15,83,47,16,77,42905001
75,45,95,79,49,96,43801001
63,33,86,58,31,88,43802101
80,46,90,73,26,85,43901001
82,44,94,85,37,93,43901002
74,46,92,74,50,93,43901042
78,52,93,80,55,94,43901043
80,57,93,80,60,93,43901044
43,21,81,42,19,84,43901101
38,19,71,37,18,71,43901102
54,29,83,49,27,82,43901104
66,36,90,62,38,89,43901105
74,53,91,72,52,90,43901106
71,48,91,68,45,90,43901107
80,58,95,77,56,96,43901108
70,41,93,68,40,93,43901109
66,41,88,66,43,89,43901110
85,64,97,83,61,97,43901111
70,43,90,67,42,89,43901112
84,62,96,81,61,97,43901113
71,44,91,68,43,90,43901114
87,67,97,82,66,96,43901115
71,45,92,70,44,93,43901116
82,60,95,80,59,95,43901117
71,47,93,69,49,94,43901118
84,59,97,82,58,97,43901119
57,19,80,46,7,70,43902001
46,20,80,44,22,79,43902041
52,26,85,55,29,87,43902101
43,21,76,43,24,76,43902103
50,25,83,46,20,80,43902105
67,25,87,67,13,84,43903001
68,37,91,67,41,91,43903041
57,30,86,61,36,89,43903101
67,42,92,70,45,93,43903104
67,22,84,65,11,78,43904001
51,22,83,54,27,85,43904041
54,27,87,54,28,86,43904102
76,41,90,72,25,84,43905001
88,53,95,85,36,93,43905002
,,,,,,43905004
92,53,98,91,39,97,43905005
87,55,95,87,41,93,43905006
84,47,94,80,33,91,43905007
77,37,91,73,23,87,43905008
84,49,95,83,33,92,43905009
92,56,97,91,39,95,43905010
90,61,97,85,45,94,43905011
80,40,91,76,22,86,43905012
56,30,84,55,33,83,43905041
66,38,89,64,39,88,43905043
86,60,97,84,57,97,43905044
75,47,93,69,44,91,43905045
81,51,96,80,54,95,43905046
70,44,91,66,41,89,43905047
86,68,96,82,60,95,43905048
70,41,93,72,44,93,43905049
72,44,91,71,48,90,43905050
75,49,92,74,50,91,43905051
75,47,93,75,46,93,43905052
69,40,91,68,41,90,43905053
78,55,94,75,55,94,43905054
75,46,94,72,45,92,43905055
84,60,96,82,60,96,43905056
82,55,96,80,53,96,43905057
89,71,97,85,63,97,43905058
51,26,81,52,28,84,43905102
78,52,95,77,55,95,43905103
66,40,90,64,39,91,43905104
76,58,93,76,58,94,43905105
39,16,72,39,16,72,43905106
74,46,92,73,47,92,43905107
43,23,69,48,31,73,43905108
82,59,96,85,64,98,43905109
57,32,83,58,36,85,43905110
65,44,86,67,46,87,43905111
75,50,95,76,53,95,43905112
65,39,88,65,39,89,43905113
73,52,91,71,50,92,43905114
68,42,89,70,44,90,43905115
69,45,90,69,46,93,43905116
75,47,91,76,52,92,43905117
75,50,93,77,53,96,43905118
74,48,91,72,47,93,43905119
61,36,85,58,40,88,43905120
57,35,84,59,39,86,43905121
76,53,94,77,54,96,43905122
72,48,90,70,48,90,43905123
70,43,92,69,46,95,43905124
64,40,87,64,42,88,43905125
46,24,74,51,29,79,43905126
62,36,89,64,39,91,43905127
62,36,87,65,40,89,43905128
75,51,92,76,51,93,43905129
57,33,84,59,37,85,43905130
76,48,95,76,48,95,43905131
71,45,91,74,45,92,43905132
64,39,89,65,42,93,43905133
79,58,95,78,59,96,43905134
76,50,96,73,47,97,43905136
63,37,89,64,39,90,43905137
89,71,98,86,73,98,43905138
74,46,94,70,48,95,43905139
72,51,93,77,56,94,43905140
52,29,79,57,33,83,43905141
72,52,88,70,55,88,43905142
89,69,98,87,67,98,43905143
75,50,92,74,51,94,43905144
64,27,83,59,15,76,43907002
76,33,91,71,18,86,43907004
33,0,67,-1,-1,-1,43907005
-1,-1,-1,-1,-1,-1,43907006
77,37,90,73,21,85,43907007
64,37,88,60,34,85,43907041
73,44,92,68,40,89,43907043
50,25,80,48,22,78,43907044
63,34,88,61,34,86,43907045
73,45,92,70,44,91,43907046
37,17,64,35,14,65,43907102
33,15,69,38,18,73,43907104
33,16,71,34,15,76,43907105
34,18,65,36,22,68,43907107
71,45,91,77,53,93,43907108
72,46,94,75,50,96,43907109
57,35,86,57,35,88,43907111
55,26,84,58,30,86,43907112
68,41,89,70,47,89,43907113
76,50,94,78,53,97,43907115
72,47,92,69,47,93,43907116
43,23,75,46,30,79,43907117
28,13,58,31,15,64,43907118
45,24,79,52,31,85,43907119
66,41,87,67,41,89,43907120
56,31,82,57,32,83,43907121
66,40,89,68,40,90,43907122
57,33,85,57,34,88,43907123
48,23,80,53,29,83,43907124
66,41,90,68,42,92,43907126
,,,,,,43907197
75,32,90,73,21,86,43908001
72,41,91,66,39,88,43908101
73,47,96,74,49,96,43908102
60,35,87,59,35,86,43908105
72,51,85,12,1,41,43910001
59,19,81,61,16,78,43910003
65,21,84,69,17,82,43910004
68,29,85,72,24,83,43910005
72,52,83,56,34,66,43910006
66,24,86,73,23,86,43910007
88,41,97,93,27,98,43910008
87,49,94,88,43,93,43910009
82,64,91,19,1,58,43910010
69,27,87,71,21,84,43910011
,,,,,,43910025
50,23,79,46,22,75,43910042
54,27,83,58,34,84,43910043
64,37,87,61,37,84,43910044
45,19,76,41,20,73,43910045
44,19,76,43,20,77,43910046
78,54,93,76,51,92,43910047
61,34,85,63,38,87,43910048
64,40,86,66,42,87,43910049
71,45,90,71,50,90,43910050
52,27,80,53,29,79,43910052
88,68,97,87,65,97,43910053
79,53,95,77,50,94,43910054
70,47,88,68,47,88,43910056
45,23,78,43,24,81,43910101
39,19,76,36,16,76,43910102
36,17,75,35,17,78,43910103
37,19,69,44,21,75,43910104
38,16,69,40,19,72,43910105
59,37,83,60,40,83,43910106
67,40,88,73,44,90,43910108
46,22,75,41,20,75,43910109
49,26,74,46,24,74,43910111
50,24,78,51,24,80,43910112
39,20,68,37,23,75,43910113
68,40,90,68,42,90,43910114
68,44,88,69,46,90,43910115
64,38,87,66,45,89,43910116
33,15,69,35,17,72,43910117
66,41,92,66,40,93,43910118
47,24,78,52,31,83,43910119
43,22,70,44,24,73,43910120
69,43,88,67,44,88,43910121
83,59,96,83,59,97,43910122
70,48,89,66,46,89,43910123
56,32,83,60,34,83,43910124
70,47,91,73,53,94,43910125
58,34,84,57,35,86,43910126
52,29,80,51,29,83,43910127
69,46,86,69,49,89,43910128
74,51,93,76,54,95,43910129
57,33,80,58,32,81,43910130
67,43,91,65,45,92,43910131
77,51,93,77,54,95,43910132
87,69,96,86,70,96,43910133
70,47,89,73,51,90,43910134
62,37,87,58,34,88,43910135
85,65,96,84,67,97,43910136
80,56,94,79,60,96,43910138
74,54,92,74,57,92,43910139
79,59,95,83,63,97,43910140
77,55,93,78,60,94,43910141
66,43,90,70,46,94,43910142
56,31,81,57,32,79,43910143
85,65,95,86,69,96,43910144
77,55,94,77,54,94,43910145
64,43,88,65,46,90,43910148
36,16,75,37,17,79,43910149
,,,,,,43910200
60,24,82,49,9,70,43911001
61,34,85,59,33,84,43911041
41,19,78,40,21,80,43911101
53,28,81,43,22,72,43911102
41,21,73,38,21,75,43911103
40,21,72,39,24,70,43911104
51,29,83,51,30,85,43911105
82,40,93,78,23,88,43912001
76,47,94,75,46,94,43912041
68,38,91,68,41,92,43912042
63,36,89,61,37,91,43912101
57,31,84,60,31,87,43912102
65,36,90,65,37,92,43912103
74,46,95,73,49,96,43912104
70,43,92,70,44,93,43912105
62,38,88,64,42,89,43912106
61,35,87,61,33,88,43912107
68,43,93,64,42,94,43912108
69,45,92,68,46,93,43912109
81,44,92,75,24,86,43914001
76,38,90,69,19,82,43914003
45,13,72,25,0,48,43914004
68,42,89,69,45,90,43914041
68,41,91,59,34,87,43914042
70,40,92,68,39,91,43914043
68,42,91,61,34,86,43914044
74,47,93,74,47,92,43914045
73,50,93,64,41,89,43914046
69,38,93,66,39,94,43914101
55,33,84,57,34,86,43914102
60,37,87,57,38,87,43914103
61,37,88,61,39,88,43914104
63,39,86,62,41,87,43914105
61,36,87,61,39,89,43914106
72,45,94,67,46,95,43914107
68,39,93,68,42,94,43914108
75,50,94,72,49,95,43914109
69,44,91,74,48,92,43914110
60,34,87,62,41,87,43914111
59,19,81,57,10,73,43917001
49,24,80,45,26,78,43917041
55,28,85,52,23,85,43917101
56,17,79,49,4,67,43918001
,,,,,,43918003
47,19,78,47,22,76,43918041
53,29,83,55,28,86,43918101
54,28,86,56,32,87,43918103
93,56,98,91,39,96,43919001
85,62,98,87,67,98,43919041
82,61,96,77,53,94,43919042
81,55,95,81,55,93,43919101
75,49,96,71,49,97,43919102
81,60,96,78,59,97,43919104
71,27,92,60,11,84,44902001
40,19,79,38,23,79,44902041
37,20,74,40,23,76,44902101
56,18,80,46,6,68,45902001
-1,-1,-1,,,,45902002
-1,-1,-1,-1,-1,-1,45902003
46,20,79,41,20,74,45902041
47,22,80,43,18,78,45902101
50,13,79,40,4,70,45903001
,,,,,,45903004
38,14,68,35,13,66,45903043
47,29,89,31,19,85,45903102
71,45,90,63,43,93,45903103
32,13,71,28,11,72,45903105
66,21,85,53,6,74,45905002
52,26,85,47,27,84,45905041
40,17,82,42,27,89,45905102
,,,,,,46802001
0,0,25,0,0,40,46802004
-1,-1,-1,-1,-1,-1,46802007
,,,,,,46802008
,,,,,,46802010
-1,-1,-1,,,,46802011
,,,,,,46802013
,,,,,,46802015
72,33,87,67,17,82,46901001
72,25,93,73,16,89,46901002
44,11,78,29,0,59,46901038
53,26,84,48,24,81,46901041
59,34,87,59,34,86,46901042
57,32,86,54,31,86,46901103
69,38,91,73,44,95,46901104
53,30,78,49,29,78,46901105
61,32,89,61,37,90,46901106
65,38,90,68,42,93,46901107
40,20,70,43,23,76,46901108
48,24,79,48,27,80,46901109
52,27,85,57,31,89,46901110
61,36,88,61,36,90,46901111
67,27,85,60,11,77,46902001
80,38,92,75,19,87,46902002
64,24,82,57,9,72,46902003
87,44,98,91,29,97,46902007
71,43,93,68,41,92,46902041
52,24,81,45,23,78,46902042
68,38,89,65,36,86,46902044
66,38,89,66,39,88,46902045
58,28,86,55,29,83,46902046
69,40,92,64,38,89,46902047
56,30,84,54,31,82,46902048
65,39,90,67,43,92,46902101
65,39,88,62,37,87,46902102
43,22,76,42,21,78,46902104
46,26,80,52,33,86,46902105
65,38,91,72,44,92,46902107
59,33,89,60,32,92,46902110
65,36,91,65,38,92,46902111
83,56,98,86,62,100,46902112
54,28,84,55,31,84,46902113
78,51,96,80,54,98,46902114
46,21,77,47,22,79,46902115
41,19,75,40,18,77,46902117
45,23,79,44,24,79,46902119
53,31,81,54,32,83,46902120
65,36,90,65,37,91,46902121
61,36,85,58,30,84,46902122
64,38,88,64,37,88,46902123
64,40,92,65,45,95,46902125
32,7,79,0,0,50,46902201
52,17,82,49,10,73,47901001
32,11,71,37,16,73,47901041
41,19,80,43,21,81,47901101
60,16,87,58,6,81,47902001
41,12,79,46,20,81,47902041
58,28,92,65,33,93,47902101
43,17,75,41,15,71,47903001
48,17,81,50,15,87,47905001
40,12,72,40,9,72,48901001
33,13,62,30,11,56,48903001
,,,,,,48903005
39,12,65,32,4,52,49901001
36,13,66,36,17,65,49901041
38,17,72,28,12,62,49901104
33,16,64,29,15,64,49901107
78,42,95,79,36,94,49902001
72,40,90,67,37,90,49902101
46,11,74,49,6,70,49903001
39,15,74,42,19,78,49903041
38,17,77,39,21,80,49903101
74,34,92,68,16,85,49905001
54,25,84,57,31,84,49905042
45,22,83,51,27,88,49905101
54,20,84,57,22,84,49906001
75,36,93,75,30,91,49907001
67,41,91,65,40,92,49907101
34,16,81,38,19,83,49908101
38,18,81,52,19,87,49909101
45,21,71,48,14,66,50901001
26,10,58,19,13,57,50901101
53,20,76,45,7,62,50902001
40,17,73,43,23,75,50902041
47,28,77,46,30,76,50902101
42,20,72,43,21,74,50902103
36,7,73,38,8,73,50904001
40,18,76,42,13,78,50909001
56,21,78,50,9,67,50910001
26,4,52,28,3,40,50910005
43,19,77,41,19,76,50910041
42,17,75,44,22,76,50910042
36,15,68,35,16,72,50910101
40,20,70,38,19,72,50910102
47,26,79,47,24,82,50910104
59,33,87,55,33,87,50910106
43,22,76,45,21,79,50910107
41,17,74,42,18,75,50910110
40,14,72,32,10,70,51901001
46,11,75,41,4,64,52901001
34,14,72,37,14,70,52901041
32,14,66,42,21,75,52901101
49,13,76,39,2,61,53001001
34,12,73,35,17,73,53001041
28,12,61,27,13,63,53001103
32,13,66,30,10,59,54901001
28,12,68,32,18,69,54901101
33,5,66,33,3,61,54902001
34,12,65,40,16,69,54902102
44,14,75,41,9,64,54903001
-1,-1,-1,-1,-1,-1,54903002
25,8,59,22,9,50,54903041
20,7,53,21,7,59,54903102
25,8,62,30,8,63,55901001
41,11,69,35,2,53,56901001
38,14,71,36,16,70,56901042
38,19,70,33,16,71,56901105
36,14,76,40,17,71,56902001
24,8,58,27,9,59,57802001
89,57,94,89,42,94,57803002
38,22,66,35,19,69,57803003
57,13,85,57,7,78,57803004
44,12,74,41,4,66,57803005
37,7,69,35,2,57,57803006
49,11,82,42,4,74,57803007
38,18,68,37,19,68,57803008
62,21,85,66,10,81,57803009
52,13,81,55,6,77,57803010
46,19,78,41,22,74,57803011
43,16,80,39,16,79,57803012
59,18,85,58,8,80,57803013
32,5,62,36,2,60,57803014
38,16,72,36,18,71,57803015
64,16,85,59,8,76,57803016
43,20,75,38,16,73,57803017
83,59,97,85,62,97,57803041
48,21,81,47,23,76,57803043
29,9,69,30,15,66,57803044
66,38,89,56,30,83,57803045
39,16,78,37,19,79,57803046
43,20,79,43,22,76,57803047
38,15,74,40,18,72,57803048
36,13,73,37,14,71,57803049
72,46,93,77,53,95,57803101
46,26,78,47,25,78,57803102
33,13,64,33,14,63,57803103
35,14,72,32,12,72,57803104
32,12,64,31,14,66,57803105
37,16,69,38,17,68,57803106
45,20,75,43,17,77,57803107
27,9,59,28,11,64,57803108
45,22,75,45,23,79,57803109
39,18,75,36,16,73,57803110
37,16,70,34,15,67,57803111
38,20,68,38,18,71,57803112
41,16,73,36,16,72,57803114
17,1,56,15,0,40,57804001
15,3,50,11,0,31,57804002
32,5,68,20,0,45,57804003
